No.,주문번호,상품명,상품번호,옵션명,"구	매	자",결제일자,주문상태,상품가격,건수,판매가격,결제수수료
3960,62379903560,파인애플 블라우스,304336329,color: 네이비,"안	*	정",2015-06-23 0:24,배송완료,44000,1,44000,1645
3961,62379904510,원더2 선글라스,303096494,color: 블랙&화이트,"김	*	란",2015-06-23 0:25,구매확정,20000,1,20000,448
3962,62379904550,원더2 선글라스,303096494,color: 블랙,"김	*	진",2015-06-23 0:25,구매확정,20000,1,20000,448
3963,62379918700,원더2 선글라스,303096494,color: 핑크&블루,"엄	*	영",2015-06-23 0:35,구매확정,20000,1,20000,560
3964,62379918700,원더2 선글라스,303096494,color: 호피&그린,"박	*	진",2015-06-23 0:35,구매확정,20000,1,20000,560
3965,62379941120,랩 선글라스,304338859,color: 블루,"한	*	라",2015-06-23 0:54,배송완료,17000,1,17000,486
3966,62379942820,원더2 선글라스,303096494,color: 핑크&블루,"한	*	라",2015-06-23 0:55,배송완료,20000,1,20000,561
3967,62379944920,원더2 선글라스,303096494,color: 핑크&블루,"이	*	영",2015-06-23 0:57,배송완료,20000,1,20000,577
3968,62379944920,원더2 선글라스,303096494,color: 블랙&화이트,"장	*	은",2015-06-23 0:57,배송완료,20000,1,20000,577
3969,62379968640,원더2 선글라스,303096494,color: 블랙&화이트,"정	*	혜",2015-06-23 1:21,취소,20000,1,20000,576
3970,62379974940,노카라 자켓,298042358,color: 베이지,"유	*	연",2015-06-23 1:35,구매확정,23000,1,23000,860
3971,62380001220,원더2 선글라스,303096494,color: 핑크&블루,"이	*	민",2015-06-23 2:13,배송완료,20000,1,20000,561
3972,62380001220,원더2 선글라스,303096494,color: 블랙,"이	*	민",2015-06-23 2:13,배송완료,20000,1,20000,561
3973,62380011620,원더2 선글라스,303096494,color: 블랙,"이	*	민",2015-06-23 2:38,배송완료,20000,1,20000,561
3974,62380022190,원더2 선글라스,303096494,color: 호피&그린,"성	*	지",2015-06-23 3:05,배송완료,20000,1,20000,561
3975,62380023520,호피 선글라스,298261995,color: 브론즈,"성	*	지",2015-06-23 3:10,배송완료,15000,1,15000,462
3976,62380024120,원더 선글라스,300424545,color: 핑크,"김	*	림",2015-06-23 3:12,배송완료,20000,1,20000,577
3977,62380024120,원더2 선글라스,303096494,color: 블랙&화이트,"이	*	영",2015-06-23 3:12,배송완료,20000,1,20000,577
3978,62380024720,원더2 선글라스,303096494,color: 블랙,"김	*	실",2015-06-23 3:12,배송중,20000,1,20000,561
3979,62380026310,미러 선글라스,297312973,렌즈color: 실버,"임	*	옥",2015-06-23 3:18,배송완료,15000,1,15000,448
3980,62380030260,원더2 선글라스,303096494,color: 핑크&블루,"김	*	화",2015-06-23 3:34,배송완료,20000,1,20000,120
3981,62380031470,원더2 선글라스,303096494,color: 핑크&블루,"한	*	은",2015-06-23 3:36,구매확정,20000,1,20000,560
3982,62380033500,호피 선글라스,298261995,color: 블루,"노	*	정",2015-06-23 4:00,배송완료,15000,1,15000,120
3983,62380041560,원더2 선글라스,303096494,color: 호피&그린,"강	*	영",2015-06-23 4:23,구매확정,20000,1,20000,560
3984,62380066680,원더2 선글라스,303096494,color: 호피&그린,"장	*	수",2015-06-23 6:42,배송완료,20000,1,20000,561
3985,62380071860,원더2 선글라스,303096494,color: 블랙,"장	*	수",2015-06-23 6:59,배송완료,20000,1,20000,560
3986,62380075850,쓰리디 귀걸이,304336348,color: 실버,"장	*	수",2015-06-23 7:10,배송완료,10000,1,10000,374
3987,62380076980,원더2 선글라스,303096494,color: 핑크&블루,"장	*	수",2015-06-23 7:11,구매확정,20000,1,20000,561
3988,62380080680,호피 선글라스,298261995,color: 브론즈,"배	*	지",2015-06-23 7:21,배송완료,15000,1,15000,448
3989,62380113740,랩 선글라스,304338859,color: 엘로우,"박	*	아",2015-06-23 8:19,취소,17000,1,17000,500
3990,62380127840,원더2 선글라스,303096494,color: 핑크&블루,"박	*	아",2015-06-23 8:35,배송완료,20000,1,20000,561
3991,62380127840,원더2 선글라스,303096494,color: 블랙&화이트,"임	*	연",2015-06-23 8:35,배송완료,20000,1,20000,561
3992,62380131150,원더 선글라스,300424545,color: 청록,"신	*	연",2015-06-23 8:39,구매확정,20000,1,20000,561
3993,62380142100,원더2 선글라스,303096494,color: 핑크&블루,"최	*	경",2015-06-23 8:53,구매확정,20000,1,20000,448
3994,62380164250,호피 선글라스,298261995,color: 브론즈,"윤	*	미",2015-06-23 9:12,배송완료,15000,1,15000,120
3995,62380182940,제임 선글라스,302719274,color: 블랙,"이	*	주",2015-06-23 9:24,배송완료,18000,1,18000,561
3996,62380182940,호피 선글라스,298261995,color: 브론즈,"이	*	미",2015-06-23 9:24,배송완료,15000,1,15000,448
3997,62279808350,이중 티셔츠,302603424,color: 블랙,"김	*	경",2015-06-23 9:28,배송완료,27000,1,27000,270
3998,62279808350,앞날개 스커트,297890390,color: 블루 / size: M,"안	*	인",2015-06-23 9:28,배송완료,33000,1,33000,275
3999,62279808350,호피 선글라스,298261995,color: 브라운,"박	*	영",2015-06-23 9:28,배송완료,15000,1,15000,120
4000,62380250970,호피 선글라스,298261995,color: 브론즈,"윤	*	아",2015-06-23 10:10,배송완료,15000,1,15000,448
4001,62380250970,랩 선글라스,304338859,color: 엘로우,"윤	*	아",2015-06-23 10:10,배송완료,17000,1,17000,486
4002,62379874870,원더 선글라스,300424545,color: 청록,"윤	*	아",2015-06-23 10:11,배송완료,20000,1,20000,153
4003,62379874870,원더 선글라스,300424545,color: 핑크,"김	*	현",2015-06-23 10:11,배송완료,20000,1,20000,153
4004,62379874870,원더 선글라스,300424545,color: 실버,"허	*	영",2015-06-23 10:11,배송완료,20000,1,20000,153
4005,62380316750,미트 원피스,296684582,color: 소라,"허	*	영",2015-06-23 10:52,구매확정,49000,1,49000,1832
4006,62379924990,원더2 선글라스,303096494,color: 핑크&블루,"여	*	",2015-06-23 10:57,배송완료,20000,1,20000,150
4007,62380342580,랩 선글라스,304338859,color: 올블랙,"한	*	랑",2015-06-23 11:07,구매확정,17000,1,17000,130
4008,62380342580,랩 선글라스,304338859,color: 블랙호피,"박	*	은",2015-06-23 11:07,구매확정,17000,1,17000,130
4009,62380342580,스톤 선글라스,301958734,color: 블랙,"박	*	미",2015-06-23 11:07,구매확정,20000,1,20000,151
4010,62380357500,원더 선글라스,300424545,color: 핑크,"김	*	영",2015-06-23 11:10,배송완료,20000,1,20000,577
4011,62380383890,원더 선글라스,300424545,color: 핑크,"이	*	라",2015-06-23 11:29,배송완료,20000,1,20000,150
4012,62380383890,원더 선글라스,300424545,color: 실버,"김	*	은",2015-06-23 11:29,배송완료,20000,1,20000,150
4013,62380426390,원더2 선글라스,303096494,color: 블랙,"최	*	현",2015-06-23 11:47,배송완료,20000,1,20000,150
4014,62380452540,원더2 선글라스,303096494,color: 핑크&블루,"최	*	라",2015-06-23 12:00,배송완료,20000,1,20000,561
4015,62380480510,원더2 선글라스,303096494,color: 블랙,"최	*	라",2015-06-23 12:15,구매확정,20000,1,20000,560
4016,62380506390,슬라 블라우스,303829309,,"박	*	미",2015-06-23 12:29,배송완료,39000,1,39000,1458
4017,62380440250,에나멜 클러치,301501944,color: 하늘,"김	*	정",2015-06-23 12:34,배송완료,48000,1,48000,275
4018,62278368630,호피 선글라스,298261995,color: 브론즈,"김	*	정",2015-06-23 12:41,배송완료,15000,1,15000,120
4019,62380543120,쿠크 투웨이백,288793455,color: 그레이,"윤	*	옥",2015-06-23 12:49,결제완료,62000,1,62000,2206
4020,62380543120,에블 원피스,304890545,color: 블랙,"최	*	지",2015-06-23 12:49,결제완료,62000,1,62000,2206
4021,62380544860,랩 선글라스,304338859,color: 블랙호피,"권	*	선",2015-06-23 12:51,배송완료,17000,1,17000,486
4022,62380558540,원더2 선글라스,303096494,color: 블랙&화이트,"김	*	연",2015-06-23 12:57,취소,20000,1,20000,462
4023,62279589940,원더2 선글라스,303096494,color: 핑크&블루,"신	*	영",2015-06-23 13:08,취소,20000,1,20000,150
4024,62380598430,호피 선글라스,298261995,color: 블루,"김	*	정",2015-06-23 13:23,배송완료,15000,1,15000,120
4025,62380140490,레더 쇼트팬츠,301173454,size: S,"윤	*	영",2015-06-23 13:40,구매확정,33000,1,33000,275
4026,62380630300,랩 선글라스,304338859,color: 블루,"이	*	지",2015-06-23 13:40,배송완료,17000,1,17000,130
4027,62380668120,원더2 선글라스,303096494,color: 블랙,"박	*	은",2015-06-23 13:52,구매확정,20000,1,20000,561
4028,62380675010,원더2 선글라스,303096494,color: 블랙,"김	*	연",2015-06-23 13:55,배송완료,20000,1,20000,561
4029,62380694280,원더2 선글라스,303096494,color: 블랙,"김	*	현",2015-06-23 14:07,배송완료,20000,1,20000,561
4030,62380694280,원더2 선글라스,303096494,color: 블랙&화이트,"정	*	연",2015-06-23 14:07,배송완료,20000,1,20000,561
4031,62380730310,원더2 선글라스,303096494,color: 블랙,"유	*	하",2015-06-23 14:22,배송완료,20000,1,20000,561
4032,62380730310,원더2 선글라스,303096494,color: 핑크&블루,"김	*	희",2015-06-23 14:22,배송완료,20000,1,20000,561
4033,62380753290,원더2 선글라스,303096494,color: 핑크&블루,"한	*	희",2015-06-23 14:34,구매확정,20000,1,20000,561
4034,62380761700,원더2 선글라스,303096494,color: 블랙&화이트,"홍	*	원",2015-06-23 14:38,배송완료,20000,1,20000,561
4035,62177689630,수술 블라우스,302125839,,"김	*	진",2015-06-23 14:40,배송완료,42000,1,42000,275
4036,62380774020,원더2 선글라스,303096494,color: 핑크&블루,"이	*	옥",2015-06-23 14:44,취소,20000,1,20000,561
4037,62380774020,원더2 선글라스,303096494,color: 블랙,"김	*	진",2015-06-23 14:44,취소,20000,1,20000,561
4038,62380774020,원더2 선글라스,303096494,color: 블랙&화이트,"양	*	영",2015-06-23 14:44,취소,20000,1,20000,561
4039,62380774020,원더2 선글라스,303096494,color: 실버,"박	*	주",2015-06-23 14:44,취소,20000,1,20000,561
4040,62380806490,호피 선글라스,298261995,color: 블루,"김	*	현",2015-06-23 15:01,배송완료,15000,1,15000,462
4041,62380828900,호피 선글라스,298261995,color: 브론즈,"김	*	정",2015-06-23 15:14,구매확정,15000,1,15000,462
4042,62380828900,원더2 선글라스,303096494,color: 호피&그린,"서	*	희",2015-06-23 15:14,구매확정,20000,1,20000,577
4043,62279796640,원더2 선글라스,303096494,color: 핑크&블루,"김	*	아",2015-06-23 15:29,배송완료,20000,1,20000,150
4044,62279796640,원더2 선글라스,303096494,color: 블랙&화이트,"조	*	영",2015-06-23 15:29,배송완료,20000,1,20000,150
4045,62279535280,랩 선글라스,304338859,color: 엘로우,"김	*	정",2015-06-23 15:42,구매확정,17000,1,17000,130
4046,62380896420,호피 선글라스,298261995,color: 블루,"김	*	희",2015-06-23 15:47,배송완료,15000,1,15000,462
4047,62380882050,원더2 선글라스,303096494,color: 호피&그린,"이	*	현",2015-06-23 15:47,구매확정,20000,1,20000,150
4048,62380923420,원더2 선글라스,303096494,color: 핑크&블루,"마	*	진",2015-06-23 16:03,구매확정,20000,1,20000,174
4049,62380936260,메르시 블라우스,303834004,color: 카키,"한	*	이",2015-06-23 16:07,배송완료,39000,1,39000,1501
4050,62380952460,그물 끈탑,304046669,color: 아이보리,"김	*	경",2015-06-23 16:16,구매확정,31000,1,31000,1047
4051,62380322630,원더2 선글라스,303096494,color: 블랙,"류	*	정",2015-06-23 16:55,배송완료,20000,1,20000,150
4052,62380322630,제임 선글라스,302719274,color: 그레이,"김	*	영",2015-06-23 16:55,배송완료,18000,1,18000,150
4053,62381128240,애플 원피스,297550109,color: 레드,"김	*	아",2015-06-23 17:59,배송완료,47000,1,47000,275
4054,62381140180,원더2 선글라스,303096494,color: 핑크&블루,"박	*	연",2015-06-23 18:07,배송완료,20000,1,20000,577
4055,62381165480,언발 니트원피스,302350542,color: 베이지,"하	*	래",2015-06-23 18:41,배송완료,31000,1,31000,275
4056,62381191020,원더 선글라스,300424545,color: 브라운,"문	*	혜",2015-06-23 18:44,배송완료,20000,1,20000,577
4057,62381210310,원더2 선글라스,303096494,color: 핑크&블루,"최	*	주",2015-06-23 19:00,배송완료,20000,1,20000,577
4058,62381210310,원더2 선글라스,303096494,color: 블랙,"권	*	희",2015-06-23 19:00,배송완료,20000,1,20000,577
4059,62381210310,원더2 선글라스,303096494,color: 실버,"김	*	영",2015-06-23 19:00,배송완료,20000,1,20000,577
4060,62381275550,호피 선글라스,298261995,color: 브론즈,"이	*	배",2015-06-23 19:55,배송완료,15000,1,15000,448
4061,62279058450,일자스트랩 샌들,304524534,color: 블랙 / size: 245,"이	*	경",2015-06-23 19:59,취소,28000,1,28000,275
4062,62381281460,원더 선글라스,300424545,color: 실버,"김	*	주",2015-06-23 19:59,배송완료,20000,1,20000,561
4063,62381300610,배색 나시원피스,292714664,color: 블랙,"장	*	아",2015-06-23 20:17,구매확정,33000,1,33000,1122
4064,62381302990,원더2 선글라스,303096494,color: 실버,"장	*	아",2015-06-23 20:18,취소,20000,1,20000,577
4065,62279700930,호피 선글라스,298261995,color: 블루,"조	*	아",2015-06-23 21:00,배송완료,15000,1,15000,120
4066,62381389170,카렌2 SET,304036310,color: 블랙,"이	*	경",2015-06-23 21:21,배송완료,55000,1,55000,2057
4067,62381407750,호피 선글라스,298261995,color: 브라운,"김	*	선",2015-06-23 21:33,배송완료,15000,1,15000,462
4068,62381421770,미트 원피스,296684582,color: 소라,"강	*	영",2015-06-23 21:42,반품,49000,1,49000,1832
4069,62381421770,앞날개 스커트,297890390,color: 그레이 / size: M,"정	*	향",2015-06-23 21:42,반품,33000,1,33000,1234
4070,62381536960,원더2 선글라스,303096494,color: 블랙,"김	*	희",2015-06-23 22:49,구매확정,20000,1,20000,577
4071,62381564770,호피 선글라스,298261995,color: 브론즈,"류	*	리",2015-06-23 23:04,구매확정,15000,1,15000,459
4072,62381650170,호피 선글라스,298261995,color: 블루,"박	*	지",2015-06-23 23:51,배송완료,15000,1,15000,448
4073,62481667450,수술 블라우스,302125839,,"주	*	슬",2015-06-24 0:02,배송완료,42000,1,42000,1570
4074,62481704500,미트 원피스,296684582,color: 소라,"정	*	영",2015-06-24 0:29,구매확정,49000,1,49000,1720
4075,62279402110,호피 선글라스,298261995,color: 브론즈,"이	*	혜",2015-06-24 7:56,배송완료,15000,1,15000,120
4076,62481995180,호피 선글라스,298261995,color: 브론즈,"장	*	리",2015-06-24 9:41,배송완료,15000,1,15000,448
4077,62482172590,호피 선글라스,298261995,color: 브론즈,"정	*	운",2015-06-24 11:17,배송완료,15000,1,15000,447
4078,62482207940,원더2 선글라스,303096494,color: 블랙&화이트,"이	*	희",2015-06-24 11:36,배송완료,20000,2,40000,1122
4079,62381144440,원더2 선글라스,303096494,color: 블랙&화이트,"임	*	현",2015-06-24 12:21,배송완료,20000,1,20000,150
4080,62482301190,원더2 선글라스,303096494,color: 블랙,"서	*	롱",2015-06-24 12:31,구매확정,20000,1,20000,561
4081,62482306340,호피 선글라스,298261995,color: 브론즈,"오	*	진",2015-06-24 12:34,배송완료,15000,1,15000,462
4082,62482311870,원더2 선글라스,303096494,color: 블랙&화이트,"신	*	정",2015-06-24 12:44,배송완료,20000,1,20000,120
4083,62482311870,랩 선글라스,304338859,color: 블루,"정	*	미",2015-06-24 12:44,배송완료,17000,1,17000,130
4084,62279763020,원더2 선글라스,303096494,color: 핑크&블루,"전	*	복",2015-06-24 13:35,배송완료,20000,1,20000,150
4085,62482525900,제임 선글라스,302719274,color: 그레이,"김	*	지",2015-06-24 14:26,취소,18000,1,18000,561
4086,62482525500,야크 원피스,299025688,color: 네이비,"동	*	란",2015-06-24 14:27,구매확정,68000,1,68000,2430
4087,62482554850,무디 블라우스,302614811,color: 아이보리,"김	*	리",2015-06-24 14:41,구매확정,55000,1,55000,2057
4088,62482572440,호피 선글라스,298261995,color: 블루,"김	*	지",2015-06-24 14:53,배송완료,15000,1,15000,120
4089,62482592370,윈 린넨자켓,299589921,color: 흰,"주	*	정",2015-06-24 15:01,배송완료,51000,1,51000,1907
4090,62482593920,선인장 티셔츠,304338811,color: 아이보리,"최	*	지",2015-06-24 15:02,구매확정,29000,1,29000,1084
4091,62279729470,원더2 선글라스,303096494,color: 핑크&블루,"김	*	애",2015-06-24 15:13,구매확정,20000,1,20000,150
4092,62279729470,원더2 선글라스,303096494,color: 블랙&화이트,"한	*	영",2015-06-24 15:13,구매확정,20000,1,20000,150
4093,62482623930,미니태슬 이어링,304525199,color: 화이트,"김	*	름",2015-06-24 15:17,배송완료,8000,1,8000,299
4094,62380031290,원더2 선글라스,303096494,color: 핑크&블루,"김	*	름",2015-06-24 15:42,배송완료,20000,1,20000,150
4095,62380031290,제임 선글라스,302719274,color: 그레이,"우	*	현",2015-06-24 15:42,배송완료,18000,1,18000,150
4096,62380031290,펜스 원피스,304525109,,"이	*	원",2015-06-24 15:42,배송완료,38000,1,38000,275
4097,62481846600,호피 선글라스,298261995,color: 브라운,"박	*	순",2015-06-24 15:59,배송완료,15000,1,15000,120
4098,62482706630,제임 선글라스,302719274,color: 블랙,"송	*	나",2015-06-24 16:00,구매확정,18000,1,18000,462
4099,62482706630,루인 원피스,303449076,color: 카키,"백	*	아",2015-06-24 16:00,구매확정,66000,1,66000,2541
4100,62482719720,원더 선글라스,300424545,color: 실버,"백	*	솔",2015-06-24 16:06,배송완료,20000,1,20000,561
4101,62482719720,원더 선글라스,300424545,color: 핑크,"이	*	정",2015-06-24 16:06,배송완료,20000,1,20000,561
4102,62482749250,소피아 밀짚모자,299030181,color: 브라운,"이	*	미",2015-06-24 16:23,취소,19000,1,19000,727
4103,62279481890,원더2 선글라스,303096494,color: 핑크&블루,"황	*	민",2015-06-24 16:45,배송완료,20000,1,20000,150
4104,62482838980,호피 선글라스,298261995,color: 블루,"최	*	미",2015-06-24 17:11,구매확정,15000,1,15000,448
4105,62482838980,랩 선글라스,304338859,color: 올블랙,"김	*	호",2015-06-24 17:11,구매확정,17000,1,17000,486
4106,62482870850,원더2 선글라스,303096494,color: 핑크&블루,"이	*	영",2015-06-24 17:31,배송완료,20000,1,20000,577
4107,62482872720,미러 선글라스,297312973,렌즈color: 실버,"김	*	나",2015-06-24 17:31,배송완료,15000,1,15000,447
4108,62482819220,원더2 선글라스,303096494,color: 핑크&블루,"임	*	아",2015-06-24 18:07,배송완료,20000,1,20000,150
4109,62482927240,랩 선글라스,304338859,color: 그레이,"이	*	연",2015-06-24 18:08,배송완료,17000,1,17000,500
4110,62482927240,원더2 선글라스,303096494,color: 호피&그린,"이	*	숙",2015-06-24 18:08,배송완료,20000,1,20000,577
4111,62482927240,원더2 선글라스,303096494,color: 블랙,"김	*	애",2015-06-24 18:08,배송완료,20000,1,20000,462
4112,62482694990,호피 선글라스,298261995,color: 브론즈,"이	*	영",2015-06-24 19:31,배송완료,15000,1,15000,120
4113,62483027820,호피 선글라스,298261995,color: 브론즈,"이	*	정",2015-06-24 19:35,구매확정,15000,1,15000,448
4114,62483190810,랩 선글라스,304338859,color: 올블랙,"신	*	진",2015-06-24 21:52,취소,17000,1,17000,486
4115,62483190810,원더2 선글라스,303096494,color: 블랙,"최	*	다",2015-06-24 21:52,취소,20000,1,20000,561
4116,62483190810,호피 선글라스,298261995,color: 브론즈,"최	*	진",2015-06-24 21:52,취소,15000,1,15000,448
4117,62483211200,바인 원피스,305316132,color: 카키,"이	*	나",2015-06-24 21:56,배송완료,51000,1,51000,1963
4118,62483218960,원더2 선글라스,303096494,color: 블랙,"박	*	림",2015-06-24 22:01,구매확정,20000,1,20000,561
4119,62483221580,제임 선글라스,302719274,color: 그레이,"박	*	라",2015-06-24 22:03,배송완료,18000,1,18000,561
4120,62483243080,원더2 선글라스,303096494,color: 블랙,"김	*	지",2015-06-24 22:16,배송완료,20000,1,20000,560
4121,62483243080,랩 선글라스,304338859,color: 올블랙,"신	*	영",2015-06-24 22:16,배송완료,17000,1,17000,486
4122,62483243080,호피 선글라스,298261995,color: 브론즈,"김	*	선",2015-06-24 22:16,배송완료,15000,1,15000,447
4123,62279498190,원더2 선글라스,303096494,color: 블랙&화이트,"김	*	아",2015-06-24 22:17,배송완료,20000,1,20000,150
4124,62380019850,원더2 선글라스,303096494,color: 핑크&블루,"박	*	홍",2015-06-24 22:44,배송완료,20000,1,20000,150
4125,62483337690,제임 선글라스,302719274,color: 블랙,"박	*	진",2015-06-24 23:10,배송완료,18000,1,18000,577
4126,62483353030,호피 선글라스,298261995,color: 블루,"김	*	미",2015-06-24 23:20,배송완료,15000,1,15000,462
4127,62483374280,호피 선글라스,298261995,color: 브론즈,"김	*	현",2015-06-24 23:32,배송완료,15000,1,15000,462
4128,62583429690,호피 선글라스,298261995,color: 브론즈,"김	*	립",2015-06-25 0:11,배송완료,15000,1,15000,448
4129,62583629730,홀터 롱 원피스,301503246,color: 네이비,"김	*	립",2015-06-25 8:19,배송완료,69000,1,69000,275
4130,62583635390,수술 블라우스,302125839,,"박	*	규",2015-06-25 8:22,취소,42000,1,42000,1570
4131,62482714820,호피 선글라스,298261995,color: 브라운,"김	*	선",2015-06-25 10:16,배송완료,15000,1,15000,120
4132,62279785700,호피 선글라스,298261995,color: 블루,"이	*	지",2015-06-25 10:28,배송완료,15000,1,15000,120
4133,62279785700,호피 선글라스,298261995,color: 브론즈,"김	*	정",2015-06-25 10:28,배송완료,15000,1,15000,120
4134,62583854240,원더2 선글라스,303096494,color: 블랙,"강	*	옥",2015-06-25 10:40,취소,20000,1,20000,150
4135,62583872480,원더2 선글라스,303096494,color: 호피&그린,"이	*	욱",2015-06-25 10:44,배송완료,20000,1,20000,560
4136,62483309800,미트 원피스,296684582,color: 아이보리,"최	*	경",2015-06-25 11:34,배송완료,49000,1,49000,275
4137,62584025140,원더2 선글라스,303096494,color: 블랙,"박	*	정",2015-06-25 11:42,배송완료,20000,1,20000,560
4138,62584020280,호피 선글라스,298261995,color: 블루,"이	*	연",2015-06-25 11:43,배송완료,15000,1,15000,130
4139,62584031730,홀리 블라우스,299748689,color: 아이보리,"오	*	지",2015-06-25 11:44,배송완료,40000,1,40000,1496
4140,62584078600,원더2 선글라스,303096494,color: 핑크&블루,"김	*	정",2015-06-25 12:02,배송완료,20000,1,20000,560
4141,62584078600,원더2 선글라스,303096494,color: 블랙,"이	*	영",2015-06-25 12:02,배송완료,20000,1,20000,560
4142,62584123470,원더2 선글라스,303096494,color: 블랙,"김	*	영",2015-06-25 12:26,배송완료,20000,1,20000,153
4143,62584123470,호피 선글라스,298261995,color: 블루,"김	*	인",2015-06-25 12:26,배송완료,15000,1,15000,122
4144,62379933440,호피 선글라스,298261995,color: 블루,"김	*	희",2015-06-25 12:49,배송완료,15000,1,15000,120
4145,62584184160,미트 원피스,296684582,color: 소라,"임	*	나",2015-06-25 12:52,배송완료,49000,1,49000,1832
4146,62584203680,플레 나시,304044258,color: 화이트,"이	*	영",2015-06-25 13:02,배송완료,24000,1,24000,923
4147,62584323870,수술 블라우스,302125839,,"김	*	선",2015-06-25 13:59,구매확정,42000,1,42000,278
4148,62584323870,하프 원피스,304524876,,"김	*	화",2015-06-25 13:59,구매확정,25000,1,25000,251
4149,62584344730,원더2 선글라스,303096494,color: 블랙,"심	*	희",2015-06-25 14:04,취소,20000,1,20000,561
4150,62584398650,원더2 선글라스,303096494,color: 핑크&블루,"김	*	아",2015-06-25 14:28,구매확정,20000,1,20000,561
4151,62584407480,호피 선글라스,298261995,color: 브론즈,"이	*	진",2015-06-25 14:33,배송완료,15000,1,15000,448
4152,62584402530,호피 선글라스,298261995,color: 브론즈,"표	*	정",2015-06-25 14:41,배송완료,15000,1,15000,120
4153,62584435630,호피 선글라스,298261995,color: 블루,"김	*	정",2015-06-25 14:44,취소,15000,1,15000,448
4154,62584455010,하와이안 원피스,299027189,size: 아이보리,"김	*	수",2015-06-25 14:55,배송완료,53000,1,53000,2040
4155,62583475240,쓰리디 귀걸이,304336348,color: 핑크,"김	*	정",2015-06-25 14:58,구매확정,10000,1,10000,100
4156,62584545990,원더2 선글라스,303096494,color: 핑크&블루,"김	*	정",2015-06-25 15:36,구매확정,20000,1,20000,561
4157,62584545990,선인장 티셔츠,304338811,color: 아이보리,"윤	*	",2015-06-25 15:36,구매확정,29000,1,29000,1084
4158,62584566840,슬림인 니트,301508353,color: 네이비,"이	*	진",2015-06-25 15:46,구매확정,29000,1,29000,1084
4159,62584581280,제임 선글라스,302719274,color: 그레이,"이	*	주",2015-06-25 15:56,구매확정,18000,1,18000,120
4160,62584623650,원더2 선글라스,303096494,color: 핑크&블루,"최	*	원",2015-06-25 16:14,배송완료,20000,2,40000,1121
4161,62584631580,하와이안 원피스,299027189,size: 아이보리,"박	*	정",2015-06-25 16:17,배송완료,53000,1,53000,1981
4162,62584655300,호피 선글라스,298261995,color: 브론즈,"이	*	경",2015-06-25 16:30,배송완료,15000,1,15000,462
4163,62584652330,호피 선글라스,298261995,color: 브론즈,"박	*	주",2015-06-25 16:30,배송완료,15000,1,15000,448
4164,62584688760,원더 선글라스,300424545,color: 청록,"고	*	라",2015-06-25 16:56,배송완료,20000,1,20000,150
4165,62584733430,메르시 블라우스,303834004,color: 카키,"정	*	진",2015-06-25 17:14,배송완료,39000,1,39000,1501
4166,62584746790,쉬폰 롱 원피스,299772309,color: 베이지,"황	*	람",2015-06-25 17:22,배송완료,47000,1,47000,1757
4167,62584804250,제임 선글라스,302719274,color: 호피,"최	*	환",2015-06-25 17:55,구매확정,18000,1,18000,560
4168,62584824590,스톤 선글라스,301958734,color: 그린,"서	*	자",2015-06-25 18:08,구매확정,20000,1,20000,561
4169,62584879640,랩 선글라스,304338859,color: 올블랙,"김	*	정",2015-06-25 19:01,배송완료,17000,1,17000,132
4170,62379894130,원더2 선글라스,303096494,color: 블랙,"김	*	랑",2015-06-25 19:06,배송완료,20000,1,20000,150
4171,62584917900,원더 선글라스,300424545,color: 블랙,"김	*	수",2015-06-25 19:20,배송완료,20000,1,20000,560
4172,62584964760,호피 선글라스,298261995,color: 블루,"서	*	아",2015-06-25 19:58,구매확정,15000,1,15000,448
4173,62584971240,제임 선글라스,302719274,color: 그레이,"유	*	",2015-06-25 20:03,배송완료,18000,1,18000,560
4174,62584971240,제임 선글라스,302719274,color: 블루,"이	*	나",2015-06-25 20:03,배송완료,18000,1,18000,560
4175,62584971240,스톤 선글라스,301958734,color: 브라운,"안	*	경",2015-06-25 20:03,배송완료,20000,1,20000,560
4176,62584986280,원더2 선글라스,303096494,color: 핑크&블루,"유	*	재",2015-06-25 20:13,배송완료,20000,1,20000,577
4177,61874188350,호피 선글라스,298261995,color: 블루,"유	*	름",2015-06-25 20:24,배송완료,15000,1,15000,120
4178,62585050180,홀리 블라우스,299748689,color: 네이비,"유	*	진",2015-06-25 20:57,배송완료,40000,1,40000,1496
4179,62585050180,비비 나시,293749974,color: 아이보리,"김	*	주",2015-06-25 20:57,배송완료,33000,1,33000,1234
4180,62585050180,시스루 단가라티,291771071,color: 네이비,"김	*	영",2015-06-25 20:57,배송완료,25000,1,25000,935
4181,62585164570,미트 원피스,296684582,color: 아이보리,"박	*	진",2015-06-25 22:07,배송완료,49000,1,49000,1720
4182,62585198240,제임 선글라스,302719274,color: 블랙,"이	*	영",2015-06-25 22:26,배송완료,18000,1,18000,561
4183,62585207890,호피 선글라스,298261995,color: 블루,"김	*	영",2015-06-25 22:30,배송완료,15000,1,15000,448
4184,62585244150,랩 선글라스,304338859,color: 화이트&실버,"곽	*	정",2015-06-25 22:51,배송완료,17000,1,17000,486
4185,62585244150,제임 선글라스,302719274,color: 블루,"유	*	희",2015-06-25 22:51,배송완료,18000,1,18000,561
4186,62585335970,몰리 원피스,304918870,color: 블랙 / size: S,"안	*	경",2015-06-25 23:44,배송완료,69000,1,69000,2656
