No.,주문번호,상품명,상품번호,옵션명,"구	매	자",결제일자,주문상태,상품가격,건수,판매가격,결제수수료
1355,50610901050,르망 원피스,291095710,color: 네이비,"김	*	정",2015-05-06 20:49,취소,55000,1,55000,2116
1356,50611095170,스트링 원피스,295517767,color: 소라,"김	*	라",2015-05-06 22:48,구매확정,33000,1,33000,1234
1357,50611133000,물고기 티셔츠,283276397,color: 블랙,"김	*	지",2015-05-06 23:08,구매확정,29000,1,29000,1084
1358,50611216930,르망 원피스,291095710,color: 네이비,"황	*	민",2015-05-06 23:57,취소,55000,1,55000,2116
1359,50711304360,하이 원피스,293975841,color: 핑크,"김	*	정",2015-05-07 1:10,구매확정,44000,1,44000,275
1360,50711254520,[슬롯 스커트] 트임 스커트,286816525,size: s / color: 카키,"김	*	솔",2015-05-07 3:28,구매확정,36000,1,36000,275
1361,50711455670,르망 원피스,291095710,color: 베이지,"이	*	정",2015-05-07 8:36,취소,55000,1,55000,1944
1362,50711979640,쉬폰 롱 가디건,289302615,color: 그레이,"염	*	희",2015-05-07 14:09,구매확정,69000,1,69000,2580
1363,50712137530,마임 슬랙스,290849208,color: 핑크 / size: S,"김	*	미",2015-05-07 15:38,구매확정,49000,1,49000,1832
1364,50712190870,하이 원피스,293975841,color: 핑크,"김	*	희",2015-05-07 16:14,구매확정,44000,1,44000,275
1365,50712190870,스퀘어 가죽시계,292067059,color: red,"LU	*	HENGHA",2015-05-07 16:14,구매확정,33000,1,33000,275
1366,50712190870,러플벨트 원피스,288808857,color: 네이비,"LU	*	HENGHA",2015-05-07 16:14,구매확정,71000,1,71000,275
1367,50712265130,르망 원피스,291095710,color: 핑크,"LU	*	HENGHA",2015-05-07 16:54,구매확정,55000,1,55000,1944
1368,50812820300,[슬롯 스커트] 트임 스커트,286816525,size: s / color: 카키,"염	*	희",2015-05-08 0:03,구매확정,36000,1,36000,1346
1369,50813012710,[슬롯 스커트] 트임 스커트,286816525,size: s / color: 카키,"김	*	경",2015-05-08 8:29,구매확정,36000,1,36000,1346
1370,50813369460,주름 롱원피스,293078575,color: 블랙,"조	*	정",2015-05-08 14:40,구매확정,65000,1,65000,275
1371,50813369460,주름 롱원피스,293078575,color: 아이보리,"윤	*	라",2015-05-08 14:40,구매확정,65000,1,65000,275
1372,50812900250,토트 미니크로스백,279723061,color: 레드,"김	*	나",2015-05-08 17:27,구매확정,42000,1,42000,275
1373,50813807090,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	나",2015-05-08 19:20,구매확정,33000,1,33000,275
1374,50813804180,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"홍	*	희",2015-05-08 19:21,구매확정,33000,1,33000,1121
1375,50813842430,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"천	*	정",2015-05-08 20:04,구매확정,33000,1,33000,1122
1376,50813852330,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"안	*	리",2015-05-08 20:17,구매확정,33000,1,33000,1122
1377,50813906390,[슬롯 스커트] 트임 스커트,286816525,size: s / color: 진청,"박	*	아",2015-05-08 21:22,구매확정,36000,1,36000,1346
1378,50813967400,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 블랙,"김	*	진",2015-05-08 22:29,구매확정,33000,1,33000,1122
1379,50914081460,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"신	*	이",2015-05-09 0:35,취소,33000,1,33000,1122
1380,50914084300,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"LU	*	HENGHA",2015-05-09 0:39,구매확정,33000,1,33000,1009
1381,50914093600,라비 원피스,294242685,color: 그레이,"김	*	화",2015-05-09 0:56,구매확정,71000,1,71000,2580
1382,50914156860,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 블랙,"김	*	화",2015-05-09 4:30,구매확정,33000,1,33000,1122
1383,50914158410,[배색 린넨가디건] 숏 가디건,292715323,color: 아이보리,"조	*	민",2015-05-09 4:42,구매확정,29000,1,29000,1084
1384,50914158410,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"강	*	아",2015-05-09 4:42,구매확정,33000,1,33000,1122
1385,50914227640,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"이	*	지",2015-05-09 9:30,구매확정,33000,1,33000,1122
1386,50813992490,하이 원피스,293975841,color: 핑크,"이	*	지",2015-05-09 10:26,구매확정,44000,1,44000,275
1387,50914274080,[배색 린넨가디건] 숏 가디건,292715323,color: 아이보리,"박	*	선",2015-05-09 10:38,구매확정,29000,1,29000,1084
1388,50914274080,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"박	*	아",2015-05-09 10:38,구매확정,33000,1,33000,1122
1389,50610925170,르망 원피스,291095710,color: 핑크,"박	*	아",2015-05-09 13:50,구매확정,55000,1,55000,275
1390,50914481650,밴딩 와이드 팬츠,296132835,color: 블랙,"신	*	아",2015-05-09 14:55,취소,53000,1,53000,1982
1391,50914484050,밴딩 와이드 팬츠,296132835,color: 블랙,"신	*	아",2015-05-09 14:58,구매확정,53000,1,53000,1982
1392,50914613810,가죽 팔찌,291110900,color: 블랙,"이	*	영",2015-05-09 17:34,구매확정,12000,1,12000,462
1393,50914613810,언레드 티셔츠,288320162,color: 블랙,"이	*	영",2015-05-09 17:34,구매확정,38000,1,38000,1463
1394,50914702320,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	수",2015-05-09 19:35,구매확정,33000,1,33000,1122
1395,50914710520,쿨링 배기팬츠,291101712,color: 블랙(스트라이프),"김	*	현",2015-05-09 19:53,구매확정,22000,1,22000,220
1396,50914710520,쿨링 배기팬츠,291101712,color: 카키,"김	*	현",2015-05-09 19:53,구매확정,22000,1,22000,220
1397,50914839060,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 블랙,"김	*	늘",2015-05-09 22:14,구매확정,33000,1,33000,1122
1398,50914879640,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 블랙,"김	*	선",2015-05-09 22:50,구매확정,33000,1,33000,1122
1399,50914888180,르망 원피스,291095710,color: 네이비,"구	*	경",2015-05-09 23:00,구매확정,55000,1,55000,2057
1400,50914898570,우디 원피스,296128194,color: 블루,"김	*	권",2015-05-09 23:05,취소,73000,1,73000,2730
1401,50914906310,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 블랙,"엄	*	옥",2015-05-09 23:11,구매확정,33000,1,33000,1155
1402,50914932030,물고기 티셔츠,283276397,color: 블랙,"김	*	호",2015-05-09 23:32,구매확정,29000,1,29000,1116
1403,51015026270,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	영",2015-05-10 1:29,구매확정,33000,1,33000,1155
1404,51015101430,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"이	*	영",2015-05-10 7:54,구매확정,33000,1,33000,1122
1405,51015214460,썸머 니트조끼,286813426,color: 네이비,"육	*	림",2015-05-10 11:25,반품,40000,1,40000,1496
1406,51015215160,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	영",2015-05-10 11:26,구매확정,33000,1,33000,1121
1407,51015312770,[슬롯 스커트] 트임 스커트,286816525,size: s / color: 카키,"김	*	영",2015-05-10 13:22,구매확정,36000,1,36000,594
1408,51015343980,스트링 원피스,295517767,color: 소라,"천	*	현",2015-05-10 13:58,구매확정,33000,1,33000,1122
1409,51015424310,[슬롯 스커트] 트임 스커트,286816525,size: m / color: 진청,"이	*	",2015-05-10 15:25,구매확정,36000,1,36000,275
1410,51015604230,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 블랙,"이	*	영",2015-05-10 18:20,구매확정,33000,1,33000,1122
1411,51015646210,[배색 린넨가디건] 숏 가디건,292715323,color: 아이보리,"최	*	미",2015-05-10 19:01,구매확정,29000,1,29000,1116
1412,51015646210,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	영",2015-05-10 19:01,구매확정,33000,1,33000,1155
1413,51015030380,A테니스 스커트,287360970,color/size: 화이트M,"안	*	원",2015-05-10 20:05,구매확정,22000,1,22000,220
1414,51015848380,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	주",2015-05-10 21:56,구매확정,33000,1,33000,1155
1415,51016029550,A테니스 스커트,287360970,color/size: 화이트M,"김	*	주",2015-05-10 23:10,구매확정,22000,1,22000,822
1416,51116285390,비비 나시,293749974,color: 아이보리,"사	*	정",2015-05-11 4:42,구매확정,33000,1,33000,1234
1417,51116608510,쇼트 데님팬츠,288640664,size: s,"김	*	나",2015-05-11 11:27,취소,36000,1,36000,1346
1418,51116608510,하이 원피스,293975841,color: 핑크,"나	*	영",2015-05-11 11:27,구매확정,44000,1,44000,1645
1419,51116611030,밴딩 와이드 팬츠,296132835,color: 핑크,"김	*	려",2015-05-11 11:31,반품,53000,1,53000,1982
1420,51116657290,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	려",2015-05-11 11:53,구매확정,33000,1,33000,275
1421,51116657290,[배색 린넨가디건] 숏 가디건,292715323,color: 아이보리,"김	*	을",2015-05-11 11:53,구매확정,29000,1,29000,275
1422,51117473130,위드 원피스,296130824,color: 블루,"오	*	실",2015-05-11 19:40,구매확정,49000,1,49000,1832
1423,51015132440,슬림 슬랙스,273125800,color: 블랙 / size: M,"오	*	실",2015-05-12 0:47,구매확정,35000,1,35000,275
1424,51015132440,[배색 린넨가디건] 숏 가디건,292715323,color: 아이보리,"정	*	진",2015-05-12 0:47,구매확정,29000,1,29000,275
1425,51218201280,코코 원피스,293749353,color: 소라,"현	*	림",2015-05-12 9:28,구매확정,46000,1,46000,1720
1426,51218267840,코코 원피스,293749353,color: 핑크,"이	*	름",2015-05-12 10:17,구매확정,46000,1,46000,1719
1427,51218404230,르망 원피스,291095710,color: 핑크,"김	*	주",2015-05-12 11:34,구매확정,55000,1,55000,907
1428,51218990130,코코 원피스,293749353,color: 핑크,"정	*	혜",2015-05-12 17:10,구매확정,46000,1,46000,1720
1429,51219216330,[플로럴 원피스] 플라워 원피스,283663852,color: 핑크,"여	*	영",2015-05-12 19:53,취소,62000,1,62000,2318
1430,51219411770,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 아이보리,"김	*	림",2015-05-12 22:11,구매확정,33000,1,33000,1122
1431,51219442300,모노 블라우스,296686113,color: 아이보리,"임	*	아",2015-05-12 22:29,구매확정,15000,1,15000,576
1432,51219554600,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"박	*	비",2015-05-12 23:35,구매확정,33000,1,33000,1155
1433,51319736520,[배색 린넨가디건] 숏 가디건,292715323,color: 네이비,"이	*	름",2015-05-13 2:50,구매확정,29000,1,29000,1084
1434,51319736520,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 블랙,"이	*	름",2015-05-13 2:50,구매확정,33000,1,33000,1122
1435,51319765540,엘리 원피스,292444677,color: 화이트,"전	*	림",2015-05-13 5:17,구매확정,58000,1,58000,2233
1436,51319765540,A테니스 스커트,287360970,color/size: 네이비S,"전	*	림",2015-05-13 5:17,구매확정,22000,1,22000,847
1437,51320128380,쉬폰 롱 가디건,289302615,color: 블랙,"차	*	화",2015-05-13 12:04,구매확정,69000,1,69000,276
1438,51320433160,패턴 원피스,278017061,color: 핑크,"손	*	자",2015-05-13 14:54,구매확정,67000,1,67000,2392
1439,51320474640,[러빙 원피스] 플라워 원피스,287025181,color: 소라,"정	*	운",2015-05-13 15:16,구매확정,64000,1,64000,2281
1440,51320520620,주름 롱원피스,293078575,color: 아이보리,"노	*	진",2015-05-13 15:43,구매확정,65000,1,65000,2431
1441,51320963680,슈어 블라우스,295519270,color: 아이보리,"박	*	나",2015-05-13 21:08,구매확정,42000,1,42000,1570
1442,51320983110,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"구	*	정",2015-05-13 21:24,구매확정,33000,1,33000,1121
1443,51320983110,주름 롱원피스,293078575,color: 블랙,"구	*	정",2015-05-13 21:24,구매확정,65000,1,65000,2430
1444,51320996220,코코 원피스,293749353,color: 소라,"홍	*	지",2015-05-13 21:38,구매확정,46000,1,46000,278
1445,51321083710,코코 원피스,293749353,color: 핑크,"이	*	연",2015-05-13 22:33,반품,46000,1,46000,1720
1446,51321083710,코코 원피스,293749353,color: 소라,"이	*	연",2015-05-13 22:33,반품,46000,1,46000,1720
1447,51321203330,[러빙 원피스] 플라워 원피스,287025181,color: 소라,"김	*	지",2015-05-13 23:47,구매확정,64000,1,64000,2393
1448,51421226630,쉬폰 롱 가디건,289302615,color: 블랙,"이	*	예",2015-05-14 0:04,구매확정,69000,1,69000,2580
1449,51421482420,미트 원피스,296684582,color: 아이보리,"백	*	진",2015-05-14 9:18,취소,49000,1,49000,1832
1450,51421515140,미트 원피스,296684582,color: 아이보리,"백	*	진",2015-05-14 9:46,취소,49000,1,49000,1831
1451,51421527690,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"이	*	원",2015-05-14 9:56,구매확정,33000,1,33000,1122
1452,51421533660,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"김	*	라",2015-05-14 10:01,구매확정,33000,1,33000,1122
1453,51421541330,미트 원피스,296684582,color: 아이보리,"이	*	숙",2015-05-14 10:06,취소,49000,1,49000,1831
1454,51421540650,모노 블라우스,296686113,color: 아이보리,"백	*	진",2015-05-14 10:07,구매확정,15000,1,15000,577
1455,51422194240,모노 블라우스,296686113,color: 아이보리,"김	*	애",2015-05-14 17:12,구매확정,15000,1,15000,561
1456,51422646050,매니 나시+슬랙스 set,297321545,color: 블랙 / 바지size: S,"홍	*	연",2015-05-14 23:39,구매확정,58000,1,58000,275
1457,51422661380,스트링 원피스,295517767,color: 소라,"최	*	미",2015-05-14 23:46,구매확정,33000,1,33000,1122
1458,51522794510,미트 원피스,296684582,color: 아이보리,"한	*	름",2015-05-15 3:09,구매확정,49000,1,49000,299
1459,51522918360,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"한	*	름",2015-05-15 9:39,반품,58000,1,58000,2169
1460,51522939250,매니 나시+슬랙스 set,297321545,color: 블랙 / 바지size: S,"한	*	름",2015-05-15 9:59,구매확정,58000,1,58000,2233
1461,51523020940,에프 티셔츠,281938956,color: 챠콜,"김	*	나",2015-05-15 11:12,구매확정,22000,1,22000,220
1462,51523253960,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"최	*	진",2015-05-15 14:12,반품,58000,1,58000,275
1463,51523329190,르망 원피스,291095710,color: 네이비,"김	*	아",2015-05-15 15:03,구매확정,55000,1,55000,1944
1464,51523390860,[러빙 원피스] 플라워 원피스,287025181,color: 소라,"이	*	영",2015-05-15 15:50,반품,64000,1,64000,2393
1465,51523437510,미트 원피스,296684582,color: 아이보리,"신	*	진",2015-05-15 16:28,구매확정,49000,1,49000,1886
1466,51523475630,무드 원피스,297040316,color: 소라,"이	*	다",2015-05-15 17:02,구매확정,53000,1,53000,1982
1467,51523572850,매니 나시+슬랙스 set,297321545,color: 블랙 / 바지size: S,"이	*	주",2015-05-15 18:35,구매확정,58000,1,58000,2169
1468,51523340640,리봉 블라우스,292067361,,"이	*	주",2015-05-15 21:20,구매확정,31000,1,31000,275
1469,51523340640,애플 스커트,292067797,size: s,"최	*	다",2015-05-15 21:20,구매확정,40000,1,40000,275
1470,51523738620,미트 원피스,296684582,color: 소라,"장	*	나",2015-05-15 22:07,반품,49000,1,49000,275
1471,51523804810,A테니스 스커트,287360970,color/size: 화이트S,"이	*	주",2015-05-15 23:23,구매확정,22000,1,22000,190
1472,51523834120,캘리 원피스,297043565,color: 소라,"정	*	경",2015-05-15 23:52,구매확정,51000,1,51000,1907
1473,51623856220,코튼 리본블라우스,293748922,color: 아이보리,"박	*	연",2015-05-16 0:21,구매확정,36000,2,72000,2772
1474,51624062210,미러 선글라스,297312973,렌즈color: 실버,"김	*	미",2015-05-16 10:59,구매확정,15000,1,15000,448
1475,51523400550,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"이	*	정",2015-05-16 12:53,구매확정,58000,1,58000,275
1476,51624181110,피아노 스커트,297315625,color: 아이보리,"김	*	주",2015-05-16 13:37,구매확정,33000,1,33000,1234
1477,51624431440,미트 원피스,296684582,color: 블랙,"이	*	라",2015-05-16 19:11,교환,49000,1,49000,275
1478,51624507320,플라 스커트,295795069,color: 화이트,"이	*	나",2015-05-16 20:51,취소,51000,1,51000,1963
1479,51624548860,무드 원피스,297040316,color: 소라,"이	*	은",2015-05-16 21:39,구매확정,53000,1,53000,275
1480,51624640620,쿨링 배기팬츠,291101712,color: 카키,"정	*	희",2015-05-16 23:13,취소,22000,1,22000,822
1481,51624640620,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"최	*	원",2015-05-16 23:13,취소,58000,1,58000,2169
1482,51624655210,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"배	*	은",2015-05-16 23:23,취소,58000,1,58000,2169
1483,51624656910,플라 스커트,295795069,color: 화이트,"박	*	미",2015-05-16 23:25,구매확정,51000,1,51000,1907
